"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",32524,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",80.1,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",19.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",59.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","HOTH","Hotham","2017","2017",40.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",105746,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",86488,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",324,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",18934,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",86488,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",54563,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","INDI","Indi","2017","2017",31925,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",81.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",17.9,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",63.1,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","INDI","Indi","2017","2017",36.9,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",107675,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",86708,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",275,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",20692,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",86708,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",56645,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",30063,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",80.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",19.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",65.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","ISAA","Isaacs","2017","2017",34.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",104169,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",88551,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",255,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",15363,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",88551,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",65098,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",23453,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",85,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",14.7,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",73.5,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","JAGA","Jagajaga","2017","2017",26.5,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",100699,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",86321,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",231,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",14147,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",86321,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",63592,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",22729,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",85.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",14,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",73.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","KOOY","Kooyong","2017","2017",26.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",130963,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",100491,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",345,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",30127,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",100491,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",57062,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",43429,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",76.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",23,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",56.8,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","LALO","Lalor","2017","2017",43.2,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",110903,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",91633,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",268,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",19002,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",91633,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",61807,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",29826,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",82.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",17.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",67.5,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","LTRO","La Trobe","2017","2017",32.5,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",99856,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",78290,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",359,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",21207,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",78290,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",42495,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",35795,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",78.4,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",0.4,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",21.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",54.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MALL","Mallee","2017","2017",45.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",112988,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",88866,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",360,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",23762,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",88866,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",53208,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",35658,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",78.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",21,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",59.9,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MARI","Maribyrnong","2017","2017",40.1,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",140055,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",112712,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",377,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",26966,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",112712,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",73705,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",39007,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",80.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",19.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",65.4,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MCEW","McEwen","2017","2017",34.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",120754,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",97979,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",372,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",22403,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",97979,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",61479,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",36500,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",81.1,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",62.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MCMI","McMillan","2017","2017",37.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",117462,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",97126,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",182,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",20154,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",97126,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",81287,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",15839,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",82.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",17.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",83.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MELB","Melbourne","2017","2017",16.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",98766,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",82763,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",258,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",15745,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",82763,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",47137,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",35626,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",83.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",15.9,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",57,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MENZ","Menzies","2017","2017",43,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",105055,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",86112,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",198,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",18745,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",86112,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",70589,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",15523,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",82,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",17.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",82,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MPOR","Melbourne Ports","2017","2017",18,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",105574,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",83657,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",357,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",21560,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",83657,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",48205,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MURR","Murray","2017","2017",35452,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",79.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",20.4,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",57.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MURR","Murray","2017","2017",42.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",113566,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",90392,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",357,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",22817,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",90392,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",48245,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",42147,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",79.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",20.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","SCUL","Scullin","2017","2017",53.4,,
